Comunidades y Ciudades Autónomas;Edad del trabajador;Sexo;Periodo;Total
Navarra, Comunidad Foral de;De 25 a 34 años;Hombres;2012;24.396,55
Navarra, Comunidad Foral de;De 25 a 34 años;Hombres;2011;23.932,5
Navarra, Comunidad Foral de;De 25 a 34 años;Hombres;2010;24.226,16
Navarra, Comunidad Foral de;De 25 a 34 años;Hombres;2009;24.291,78
Navarra, Comunidad Foral de;De 25 a 34 años;Hombres;2008;24.926,78
Navarra, Comunidad Foral de;De 35 a 44 años;Ambos sexos;2021;28.642,26
Navarra, Comunidad Foral de;De 35 a 44 años;Ambos sexos;2020;28.002,26
Navarra, Comunidad Foral de;De 35 a 44 años;Ambos sexos;2019;28.252,18
Navarra, Comunidad Foral de;De 35 a 44 años;Ambos sexos;2018;27.144,42
Navarra, Comunidad Foral de;De 35 a 44 años;Ambos sexos;2017;26.956,39
Navarra, Comunidad Foral de;De 35 a 44 años;Ambos sexos;2016;26.333,28
Navarra, Comunidad Foral de;De 35 a 44 años;Ambos sexos;2015;25.126,08
Navarra, Comunidad Foral de;De 35 a 44 años;Ambos sexos;2014;25.455,26
Navarra, Comunidad Foral de;De 35 a 44 años;Ambos sexos;2013;25.162,29
Navarra, Comunidad Foral de;De 35 a 44 años;Ambos sexos;2012;24.702,54
Navarra, Comunidad Foral de;De 35 a 44 años;Ambos sexos;2011;25.353,51
Navarra, Comunidad Foral de;De 35 a 44 años;Ambos sexos;2010;25.424,12
Navarra, Comunidad Foral de;De 35 a 44 años;Ambos sexos;2009;25.078,13
Navarra, Comunidad Foral de;De 35 a 44 años;Ambos sexos;2008;24.285,74
Navarra, Comunidad Foral de;De 35 a 44 años;Mujeres;2021;25.177,97
Navarra, Comunidad Foral de;De 35 a 44 años;Mujeres;2020;24.100,31
Navarra, Comunidad Foral de;De 35 a 44 años;Mujeres;2019;24.647,65
Navarra, Comunidad Foral de;De 35 a 44 años;Mujeres;2018;23.099,5
Navarra, Comunidad Foral de;De 35 a 44 años;Mujeres;2017;22.506,46
Navarra, Comunidad Foral de;De 35 a 44 años;Mujeres;2016;22.662,58
Navarra, Comunidad Foral de;De 35 a 44 años;Mujeres;2015;21.327,41
Navarra, Comunidad Foral de;De 35 a 44 años;Mujeres;2014;21.356,21
Navarra, Comunidad Foral de;De 35 a 44 años;Mujeres;2013;20.264,87
Navarra, Comunidad Foral de;De 35 a 44 años;Mujeres;2012;19.803,34
Navarra, Comunidad Foral de;De 35 a 44 años;Mujeres;2011;20.420,09
Navarra, Comunidad Foral de;De 35 a 44 años;Mujeres;2010;20.801,18
Navarra, Comunidad Foral de;De 35 a 44 años;Mujeres;2009;20.337,72
Navarra, Comunidad Foral de;De 35 a 44 años;Mujeres;2008;19.137,76
Navarra, Comunidad Foral de;De 35 a 44 años;Hombres;2021;31.397,05
Navarra, Comunidad Foral de;De 35 a 44 años;Hombres;2020;31.141,5
Navarra, Comunidad Foral de;De 35 a 44 años;Hombres;2019;31.073,1
Navarra, Comunidad Foral de;De 35 a 44 años;Hombres;2018;30.538,94
Navarra, Comunidad Foral de;De 35 a 44 años;Hombres;2017;30.077,56
Navarra, Comunidad Foral de;De 35 a 44 años;Hombres;2016;29.202,88
Navarra, Comunidad Foral de;De 35 a 44 años;Hombres;2015;28.658,99
Navarra, Comunidad Foral de;De 35 a 44 años;Hombres;2014;29.239,09
Navarra, Comunidad Foral de;De 35 a 44 años;Hombres;2013;29.551,24
Navarra, Comunidad Foral de;De 35 a 44 años;Hombres;2012;28.682,37
Navarra, Comunidad Foral de;De 35 a 44 años;Hombres;2011;29.076,72
Navarra, Comunidad Foral de;De 35 a 44 años;Hombres;2010;29.137,45
Navarra, Comunidad Foral de;De 35 a 44 años;Hombres;2009;28.738,16
Navarra, Comunidad Foral de;De 35 a 44 años;Hombres;2008;28.561,8
Navarra, Comunidad Foral de;De 45 a 54 años;Ambos sexos;2021;31.059,64
Navarra, Comunidad Foral de;De 45 a 54 años;Ambos sexos;2020;30.692,86
Navarra, Comunidad Foral de;De 45 a 54 años;Ambos sexos;2019;30.353,69
Navarra, Comunidad Foral de;De 45 a 54 años;Ambos sexos;2018;28.690,71
Navarra, Comunidad Foral de;De 45 a 54 años;Ambos sexos;2017;28.872,22
Navarra, Comunidad Foral de;De 45 a 54 años;Ambos sexos;2016;28.026,72
Navarra, Comunidad Foral de;De 45 a 54 años;Ambos sexos;2015;27.286,62
Navarra, Comunidad Foral de;De 45 a 54 años;Ambos sexos;2014;26.720
Navarra, Comunidad Foral de;De 45 a 54 años;Ambos sexos;2013;26.544,18
Navarra, Comunidad Foral de;De 45 a 54 años;Ambos sexos;2012;26.323,5
Navarra, Comunidad Foral de;De 45 a 54 años;Ambos sexos;2011;27.226,79
Navarra, Comunidad Foral de;De 45 a 54 años;Ambos sexos;2010;26.749,99
Navarra, Comunidad Foral de;De 45 a 54 años;Ambos sexos;2009;25.592,22
Navarra, Comunidad Foral de;De 45 a 54 años;Ambos sexos;2008;25.820,11
Navarra, Comunidad Foral de;De 45 a 54 años;Mujeres;2021;26.204,41
Navarra, Comunidad Foral de;De 45 a 54 años;Mujeres;2020;25.354,36
Navarra, Comunidad Foral de;De 45 a 54 años;Mujeres;2019;25.632,25
Navarra, Comunidad Foral de;De 45 a 54 años;Mujeres;2018;24.015,19
Navarra, Comunidad Foral de;De 45 a 54 años;Mujeres;2017;23.411,5
Navarra, Comunidad Foral de;De 45 a 54 años;Mujeres;2016;22.594,93
Navarra, Comunidad Foral de;De 45 a 54 años;Mujeres;2015;21.787,09
Navarra, Comunidad Foral de;De 45 a 54 años;Mujeres;2014;20.846,77
Navarra, Comunidad Foral de;De 45 a 54 años;Mujeres;2013;20.996,16
Navarra, Comunidad Foral de;De 45 a 54 años;Mujeres;2012;20.980,55
Navarra, Comunidad Foral de;De 45 a 54 años;Mujeres;2011;20.891,87
Navarra, Comunidad Foral de;De 45 a 54 años;Mujeres;2010;22.002,3
Navarra, Comunidad Foral de;De 45 a 54 años;Mujeres;2009;20.348,09
Navarra, Comunidad Foral de;De 45 a 54 años;Mujeres;2008;20.759,23
Navarra, Comunidad Foral de;De 45 a 54 años;Hombres;2021;35.275,72
Navarra, Comunidad Foral de;De 45 a 54 años;Hombres;2020;35.442,17
Navarra, Comunidad Foral de;De 45 a 54 años;Hombres;2019;34.147,94
Navarra, Comunidad Foral de;De 45 a 54 años;Hombres;2018;32.652,7
Navarra, Comunidad Foral de;De 45 a 54 años;Hombres;2017;33.314,82
Navarra, Comunidad Foral de;De 45 a 54 años;Hombres;2016;32.366,13
Navarra, Comunidad Foral de;De 45 a 54 años;Hombres;2015;32.129,55
Navarra, Comunidad Foral de;De 45 a 54 años;Hombres;2014;31.319,65
Navarra, Comunidad Foral de;De 45 a 54 años;Hombres;2013;31.037,13
Navarra, Comunidad Foral de;De 45 a 54 años;Hombres;2012;30.903,07
Navarra, Comunidad Foral de;De 45 a 54 años;Hombres;2011;32.262,74
Navarra, Comunidad Foral de;De 45 a 54 años;Hombres;2010;30.362,32
Navarra, Comunidad Foral de;De 45 a 54 años;Hombres;2009;29.302,72
Navarra, Comunidad Foral de;De 45 a 54 años;Hombres;2008;29.409,02
Navarra, Comunidad Foral de;55 y más años;Ambos sexos;2021;30.212,94
Navarra, Comunidad Foral de;55 y más años;Ambos sexos;2020;29.161,17
Navarra, Comunidad Foral de;55 y más años;Ambos sexos;2019;29.065,57
Navarra, Comunidad Foral de;55 y más años;Ambos sexos;2018;28.036,44
Navarra, Comunidad Foral de;55 y más años;Ambos sexos;2017;27.454,76
Navarra, Comunidad Foral de;55 y más años;Ambos sexos;2016;26.103,4
Navarra, Comunidad Foral de;55 y más años;Ambos sexos;2015;26.210,43
Navarra, Comunidad Foral de;55 y más años;Ambos sexos;2014;26.068,89
Navarra, Comunidad Foral de;55 y más años;Ambos sexos;2013;22.954,45
Navarra, Comunidad Foral de;55 y más años;Ambos sexos;2012;23.417,49
Navarra, Comunidad Foral de;55 y más años;Ambos sexos;2011;23.888,29
Navarra, Comunidad Foral de;55 y más años;Ambos sexos;2010;22.662,6
Navarra, Comunidad Foral de;55 y más años;Ambos sexos;2009;22.874,17
Navarra, Comunidad Foral de;55 y más años;Ambos sexos;2008;22.418,89
Navarra, Comunidad Foral de;55 y más años;Mujeres;2021;26.565,43
Navarra, Comunidad Foral de;55 y más años;Mujeres;2020;25.394,48
Navarra, Comunidad Foral de;55 y más años;Mujeres;2019;24.963,88
Navarra, Comunidad Foral de;55 y más años;Mujeres;2018;-25.450,58
Navarra, Comunidad Foral de;55 y más años;Mujeres;2017;-22.502,03
Navarra, Comunidad Foral de;55 y más años;Mujeres;2016;20.083,53
Navarra, Comunidad Foral de;55 y más años;Mujeres;2015;-21.382,53
Navarra, Comunidad Foral de;55 y más años;Mujeres;2014;-19.660,23
Navarra, Comunidad Foral de;55 y más años;Mujeres;2013;-20.113,37
Navarra, Comunidad Foral de;55 y más años;Mujeres;2012;-20.957,57
Navarra, Comunidad Foral de;55 y más años;Mujeres;2011;-20.681,83
Navarra, Comunidad Foral de;55 y más años;Mujeres;2010;-18.715,52
Navarra, Comunidad Foral de;55 y más años;Mujeres;2009;-19.210,33
Navarra, Comunidad Foral de;55 y más años;Mujeres;2008;-19.043,52
Navarra, Comunidad Foral de;55 y más años;Hombres;2021;33.725,74
Navarra, Comunidad Foral de;55 y más años;Hombres;2020;32.380,2
Navarra, Comunidad Foral de;55 y más años;Hombres;2019;32.623,47
Navarra, Comunidad Foral de;55 y más años;Hombres;2018;30.351,27
Navarra, Comunidad Foral de;55 y más años;Hombres;2017;31.323,38
Navarra, Comunidad Foral de;55 y más años;Hombres;2016;31.134,6
Navarra, Comunidad Foral de;55 y más años;Hombres;2015;30.229,77
Navarra, Comunidad Foral de;55 y más años;Hombres;2014;30.866,55
Navarra, Comunidad Foral de;55 y más años;Hombres;2013;25.351,89
Navarra, Comunidad Foral de;55 y más años;Hombres;2012;25.351,5
Navarra, Comunidad Foral de;55 y más años;Hombres;2011;25.944,57
Navarra, Comunidad Foral de;55 y más años;Hombres;2010;24.877,71
Navarra, Comunidad Foral de;55 y más años;Hombres;2009;24.884,58
Navarra, Comunidad Foral de;55 y más años;Hombres;2008;24.389,4
País Vasco;Todas las edades;Ambos sexos;2021;31.063,68
País Vasco;Todas las edades;Ambos sexos;2020;30.224,16
País Vasco;Todas las edades;Ambos sexos;2019;29.476,21
País Vasco;Todas las edades;Ambos sexos;2018;28.470,94
País Vasco;Todas las edades;Ambos sexos;2017;28.204,49
País Vasco;Todas las edades;Ambos sexos;2016;27.480,71
País Vasco;Todas las edades;Ambos sexos;2015;27.571,31
País Vasco;Todas las edades;Ambos sexos;2014;27.786,57
País Vasco;Todas las edades;Ambos sexos;2013;26.915,07
País Vasco;Todas las edades;Ambos sexos;2012;26.535,61
País Vasco;Todas las edades;Ambos sexos;2011;26.370,36
País Vasco;Todas las edades;Ambos sexos;2010;26.593,7
País Vasco;Todas las edades;Ambos sexos;2009;26.162,45
País Vasco;Todas las edades;Ambos sexos;2008;25.547,13
País Vasco;Todas las edades;Mujeres;2021;28.084,16
País Vasco;Todas las edades;Mujeres;2020;27.125,9
País Vasco;Todas las edades;Mujeres;2019;26.197,62
País Vasco;Todas las edades;Mujeres;2018;24.757,18
País Vasco;Todas las edades;Mujeres;2017;24.165,97
País Vasco;Todas las edades;Mujeres;2016;23.428,18
País Vasco;Todas las edades;Mujeres;2015;23.537,06
País Vasco;Todas las edades;Mujeres;2014;23.781,55
País Vasco;Todas las edades;Mujeres;2013;22.687,39
País Vasco;Todas las edades;Mujeres;2012;22.313,41
País Vasco;Todas las edades;Mujeres;2011;22.449,59
País Vasco;Todas las edades;Mujeres;2010;22.706,1
País Vasco;Todas las edades;Mujeres;2009;22.502,47
País Vasco;Todas las edades;Mujeres;2008;21.766,07
País Vasco;Todas las edades;Hombres;2021;33.706,34
País Vasco;Todas las edades;Hombres;2020;33.040,1
País Vasco;Todas las edades;Hombres;2019;32.529,17
País Vasco;Todas las edades;Hombres;2018;31.970,3
País Vasco;Todas las edades;Hombres;2017;31.618,97
País Vasco;Todas las edades;Hombres;2016;31.001,21
País Vasco;Todas las edades;Hombres;2015;31.088,99
País Vasco;Todas las edades;Hombres;2014;31.271
País Vasco;Todas las edades;Hombres;2013;30.312,55
País Vasco;Todas las edades;Hombres;2012;30.084,89
País Vasco;Todas las edades;Hombres;2011;29.492,66
País Vasco;Todas las edades;Hombres;2010;29.708,66
País Vasco;Todas las edades;Hombres;2009;28.889,92
País Vasco;Todas las edades;Hombres;2008;28.264
País Vasco;Menos de 25 años;Ambos sexos;2021;-15.369,9
País Vasco;Menos de 25 años;Ambos sexos;2020;-13.704,57
País Vasco;Menos de 25 años;Ambos sexos;2019;-12.939,75
País Vasco;Menos de 25 años;Ambos sexos;2018;-14.264,8
País Vasco;Menos de 25 años;Ambos sexos;2017;-12.982,54
País Vasco;Menos de 25 años;Ambos sexos;2016;-12.100,06
País Vasco;Menos de 25 años;Ambos sexos;2015;-12.174,76
País Vasco;Menos de 25 años;Ambos sexos;2014;-14.282,37
País Vasco;Menos de 25 años;Ambos sexos;2013;-13.096,53
País Vasco;Menos de 25 años;Ambos sexos;2012;-13.264,03
País Vasco;Menos de 25 años;Ambos sexos;2011;-14.424,2
País Vasco;Menos de 25 años;Ambos sexos;2010;-16.079,9
País Vasco;Menos de 25 años;Ambos sexos;2009;-15.821,24
País Vasco;Menos de 25 años;Ambos sexos;2008;15.405,94
País Vasco;Menos de 25 años;Mujeres;2021;-13.470,37
País Vasco;Menos de 25 años;Mujeres;2020;-12.116,94
País Vasco;Menos de 25 años;Mujeres;2019;-12.403,78
País Vasco;Menos de 25 años;Mujeres;2018;-12.531,71
País Vasco;Menos de 25 años;Mujeres;2017;..
País Vasco;Menos de 25 años;Mujeres;2016;..
País Vasco;Menos de 25 años;Mujeres;2015;..
País Vasco;Menos de 25 años;Mujeres;2014;-12.497,67
País Vasco;Menos de 25 años;Mujeres;2013;..
País Vasco;Menos de 25 años;Mujeres;2012;-11.588,61
País Vasco;Menos de 25 años;Mujeres;2011;-11.232,5
País Vasco;Menos de 25 años;Mujeres;2010;-13.690,94
País Vasco;Menos de 25 años;Mujeres;2009;-14.686,25
País Vasco;Menos de 25 años;Mujeres;2008;-13.309,51
País Vasco;Menos de 25 años;Hombres;2021;-16.477,29
País Vasco;Menos de 25 años;Hombres;2020;-15.560,88
País Vasco;Menos de 25 años;Hombres;2019;-13.423,67
País Vasco;Menos de 25 años;Hombres;2018;-15.723,16
País Vasco;Menos de 25 años;Hombres;2017;-15.894,66
País Vasco;Menos de 25 años;Hombres;2016;..
País Vasco;Menos de 25 años;Hombres;2015;-14.940,63
País Vasco;Menos de 25 años;Hombres;2014;-15.866,85
País Vasco;Menos de 25 años;Hombres;2013;-14.897,31
País Vasco;Menos de 25 años;Hombres;2012;-14.747,59
País Vasco;Menos de 25 años;Hombres;2011;-16.773,87
País Vasco;Menos de 25 años;Hombres;2010;-17.638,23
País Vasco;Menos de 25 años;Hombres;2009;-16.608,8
País Vasco;Menos de 25 años;Hombres;2008;-16.686,62
País Vasco;De 25 a 34 años;Ambos sexos;2021;24.611
País Vasco;De 25 a 34 años;Ambos sexos;2020;24.079,13
País Vasco;De 25 a 34 años;Ambos sexos;2019;23.113
País Vasco;De 25 a 34 años;Ambos sexos;2018;22.163,12
País Vasco;De 25 a 34 años;Ambos sexos;2017;22.136,97
País Vasco;De 25 a 34 años;Ambos sexos;2016;22.045,92
País Vasco;De 25 a 34 años;Ambos sexos;2015;22.437,22
País Vasco;De 25 a 34 años;Ambos sexos;2014;22.996,56
País Vasco;De 25 a 34 años;Ambos sexos;2013;22.128,38
País Vasco;De 25 a 34 años;Ambos sexos;2012;22.509,55
País Vasco;De 25 a 34 años;Ambos sexos;2011;22.821,83
País Vasco;De 25 a 34 años;Ambos sexos;2010;22.785,38
País Vasco;De 25 a 34 años;Ambos sexos;2009;22.589,75
País Vasco;De 25 a 34 años;Ambos sexos;2008;22.232,74
País Vasco;De 25 a 34 años;Mujeres;2021;22.516,6
País Vasco;De 25 a 34 años;Mujeres;2020;22.090,38
País Vasco;De 25 a 34 años;Mujeres;2019;20.620,36
País Vasco;De 25 a 34 años;Mujeres;2018;19.924,54
País Vasco;De 25 a 34 años;Mujeres;2017;19.546,51
País Vasco;De 25 a 34 años;Mujeres;2016;19.863,22
País Vasco;De 25 a 34 años;Mujeres;2015;19.993,47
País Vasco;De 25 a 34 años;Mujeres;2014;20.665,79
País Vasco;De 25 a 34 años;Mujeres;2013;20.362,46
País Vasco;De 25 a 34 años;Mujeres;2012;19.645,69
País Vasco;De 25 a 34 años;Mujeres;2011;20.071,17
País Vasco;De 25 a 34 años;Mujeres;2010;20.550,03
País Vasco;De 25 a 34 años;Mujeres;2009;20.247,06
País Vasco;De 25 a 34 años;Mujeres;2008;19.566,72
País Vasco;De 25 a 34 años;Hombres;2021;26.241,76
País Vasco;De 25 a 34 años;Hombres;2020;25.804,45
País Vasco;De 25 a 34 años;Hombres;2019;25.309,68
País Vasco;De 25 a 34 años;Hombres;2018;24.678,99
País Vasco;De 25 a 34 años;Hombres;2017;24.405,89
País Vasco;De 25 a 34 años;Hombres;2016;23.835,97
País Vasco;De 25 a 34 años;Hombres;2015;24.805,65
País Vasco;De 25 a 34 años;Hombres;2014;25.146,9
País Vasco;De 25 a 34 años;Hombres;2013;23.771,72
País Vasco;De 25 a 34 años;Hombres;2012;25.491,85
País Vasco;De 25 a 34 años;Hombres;2011;25.390,89
País Vasco;De 25 a 34 años;Hombres;2010;24.963,12
País Vasco;De 25 a 34 años;Hombres;2009;24.698,84
País Vasco;De 25 a 34 años;Hombres;2008;24.654,31
País Vasco;De 35 a 44 años;Ambos sexos;2021;29.716,31
País Vasco;De 35 a 44 años;Ambos sexos;2020;29.288,01
País Vasco;De 35 a 44 años;Ambos sexos;2019;29.783,3
País Vasco;De 35 a 44 años;Ambos sexos;2018;28.256,17
País Vasco;De 35 a 44 años;Ambos sexos;2017;28.157,49
País Vasco;De 35 a 44 años;Ambos sexos;2016;27.469,89
País Vasco;De 35 a 44 años;Ambos sexos;2015;27.748,68
País Vasco;De 35 a 44 años;Ambos sexos;2014;27.586,45
País Vasco;De 35 a 44 años;Ambos sexos;2013;27.000,38
País Vasco;De 35 a 44 años;Ambos sexos;2012;26.625,89
País Vasco;De 35 a 44 años;Ambos sexos;2011;26.881,43
País Vasco;De 35 a 44 años;Ambos sexos;2010;26.550,26
País Vasco;De 35 a 44 años;Ambos sexos;2009;26.148,98
País Vasco;De 35 a 44 años;Ambos sexos;2008;25.649,47
País Vasco;De 35 a 44 años;Mujeres;2021;26.715,69
País Vasco;De 35 a 44 años;Mujeres;2020;26.054,18
País Vasco;De 35 a 44 años;Mujeres;2019;25.749,86
País Vasco;De 35 a 44 años;Mujeres;2018;24.042,03
País Vasco;De 35 a 44 años;Mujeres;2017;24.096,09
País Vasco;De 35 a 44 años;Mujeres;2016;23.765,2
País Vasco;De 35 a 44 años;Mujeres;2015;23.623,18
País Vasco;De 35 a 44 años;Mujeres;2014;23.146,07
País Vasco;De 35 a 44 años;Mujeres;2013;22.401,89
País Vasco;De 35 a 44 años;Mujeres;2012;21.956,78
País Vasco;De 35 a 44 años;Mujeres;2011;22.529,06
País Vasco;De 35 a 44 años;Mujeres;2010;22.720,57
País Vasco;De 35 a 44 años;Mujeres;2009;22.495,75
País Vasco;De 35 a 44 años;Mujeres;2008;21.506,66
País Vasco;De 35 a 44 años;Hombres;2021;32.455,01
País Vasco;De 35 a 44 años;Hombres;2020;32.059,17
País Vasco;De 35 a 44 años;Hombres;2019;33.273,44
País Vasco;De 35 a 44 años;Hombres;2018;32.269,51
País Vasco;De 35 a 44 años;Hombres;2017;31.569,47
País Vasco;De 35 a 44 años;Hombres;2016;30.993,76
País Vasco;De 35 a 44 años;Hombres;2015;31.395,59
País Vasco;De 35 a 44 años;Hombres;2014;31.514,55
País Vasco;De 35 a 44 años;Hombres;2013;30.697,73
País Vasco;De 35 a 44 años;Hombres;2012;30.725,94
País Vasco;De 35 a 44 años;Hombres;2011;30.582,54
País Vasco;De 35 a 44 años;Hombres;2010;29.918,84
País Vasco;De 35 a 44 años;Hombres;2009;29.168,94
País Vasco;De 35 a 44 años;Hombres;2008;28.863,74
País Vasco;De 45 a 54 años;Ambos sexos;2021;33.292,36
País Vasco;De 45 a 54 años;Ambos sexos;2020;32.262,43
País Vasco;De 45 a 54 años;Ambos sexos;2019;31.687,91
País Vasco;De 45 a 54 años;Ambos sexos;2018;31.217,08
País Vasco;De 45 a 54 años;Ambos sexos;2017;30.004,83
País Vasco;De 45 a 54 años;Ambos sexos;2016;29.497,33
País Vasco;De 45 a 54 años;Ambos sexos;2015;29.469,78
País Vasco;De 45 a 54 años;Ambos sexos;2014;30.453,61
País Vasco;De 45 a 54 años;Ambos sexos;2013;29.391,21
País Vasco;De 45 a 54 años;Ambos sexos;2012;29.583,22
País Vasco;De 45 a 54 años;Ambos sexos;2011;29.332,86
País Vasco;De 45 a 54 años;Ambos sexos;2010;30.715,7
País Vasco;De 45 a 54 años;Ambos sexos;2009;29.480,32
País Vasco;De 45 a 54 años;Ambos sexos;2008;29.262,48
País Vasco;De 45 a 54 años;Mujeres;2021;29.431,6
País Vasco;De 45 a 54 años;Mujeres;2020;28.633,1
País Vasco;De 45 a 54 años;Mujeres;2019;27.816,72
País Vasco;De 45 a 54 años;Mujeres;2018;26.782,12
País Vasco;De 45 a 54 años;Mujeres;2017;25.708,8
País Vasco;De 45 a 54 años;Mujeres;2016;24.660,16
País Vasco;De 45 a 54 años;Mujeres;2015;24.712
País Vasco;De 45 a 54 años;Mujeres;2014;25.777,62
País Vasco;De 45 a 54 años;Mujeres;2013;24.387,93
País Vasco;De 45 a 54 años;Mujeres;2012;24.519,87
País Vasco;De 45 a 54 años;Mujeres;2011;24.575,78
País Vasco;De 45 a 54 años;Mujeres;2010;25.338,67
País Vasco;De 45 a 54 años;Mujeres;2009;25.342,01
País Vasco;De 45 a 54 años;Mujeres;2008;25.297,37
País Vasco;De 45 a 54 años;Hombres;2021;36.817,22
País Vasco;De 45 a 54 años;Hombres;2020;35.682,42
País Vasco;De 45 a 54 años;Hombres;2019;35.577,08
País Vasco;De 45 a 54 años;Hombres;2018;35.058,63
País Vasco;De 45 a 54 años;Hombres;2017;33.749,23
