Comunidades y ciudades autónomas;Sexo;Número de penas;Periodo;Total
16 País Vasco;Hombres;Condenados con seis o más penas;2013;735
16 País Vasco;Mujeres;Total;2022;2.711
16 País Vasco;Mujeres;Total;2021;2.522
16 País Vasco;Mujeres;Total;2020;1.849
16 País Vasco;Mujeres;Total;2019;2.450
16 País Vasco;Mujeres;Total;2018;2.527
16 País Vasco;Mujeres;Total;2017;2.533
16 País Vasco;Mujeres;Total;2016;2.380
16 País Vasco;Mujeres;Total;2015;1.264
16 País Vasco;Mujeres;Total;2014;1.026
16 País Vasco;Mujeres;Total;2013;946
16 País Vasco;Mujeres;Condenados con una pena;2022;1.306
16 País Vasco;Mujeres;Condenados con una pena;2021;1.232
16 País Vasco;Mujeres;Condenados con una pena;2020;960
16 País Vasco;Mujeres;Condenados con una pena;2019;1.310
16 País Vasco;Mujeres;Condenados con una pena;2018;1.389
16 País Vasco;Mujeres;Condenados con una pena;2017;1.389
16 País Vasco;Mujeres;Condenados con una pena;2016;1.331
16 País Vasco;Mujeres;Condenados con una pena;2015;400
16 País Vasco;Mujeres;Condenados con una pena;2014;117
16 País Vasco;Mujeres;Condenados con una pena;2013;106
16 País Vasco;Mujeres;Condenados con dos penas;2022;734
16 País Vasco;Mujeres;Condenados con dos penas;2021;654
16 País Vasco;Mujeres;Condenados con dos penas;2020;451
16 País Vasco;Mujeres;Condenados con dos penas;2019;618
16 País Vasco;Mujeres;Condenados con dos penas;2018;558
16 País Vasco;Mujeres;Condenados con dos penas;2017;575
16 País Vasco;Mujeres;Condenados con dos penas;2016;577
16 País Vasco;Mujeres;Condenados con dos penas;2015;480
16 País Vasco;Mujeres;Condenados con dos penas;2014;478
16 País Vasco;Mujeres;Condenados con dos penas;2013;480
16 País Vasco;Mujeres;Condenados con tres penas;2022;243
16 País Vasco;Mujeres;Condenados con tres penas;2021;249
16 País Vasco;Mujeres;Condenados con tres penas;2020;182
16 País Vasco;Mujeres;Condenados con tres penas;2019;204
16 País Vasco;Mujeres;Condenados con tres penas;2018;222
16 País Vasco;Mujeres;Condenados con tres penas;2017;249
16 País Vasco;Mujeres;Condenados con tres penas;2016;208
16 País Vasco;Mujeres;Condenados con tres penas;2015;145
16 País Vasco;Mujeres;Condenados con tres penas;2014;190
16 País Vasco;Mujeres;Condenados con tres penas;2013;145
16 País Vasco;Mujeres;Condenados con cuatro penas;2022;183
16 País Vasco;Mujeres;Condenados con cuatro penas;2021;150
16 País Vasco;Mujeres;Condenados con cuatro penas;2020;117
16 País Vasco;Mujeres;Condenados con cuatro penas;2019;122
16 País Vasco;Mujeres;Condenados con cuatro penas;2018;160
16 País Vasco;Mujeres;Condenados con cuatro penas;2017;145
16 País Vasco;Mujeres;Condenados con cuatro penas;2016;118
16 País Vasco;Mujeres;Condenados con cuatro penas;2015;133
16 País Vasco;Mujeres;Condenados con cuatro penas;2014;128
16 País Vasco;Mujeres;Condenados con cuatro penas;2013;110
16 País Vasco;Mujeres;Condenados con cinco penas;2022;78
16 País Vasco;Mujeres;Condenados con cinco penas;2021;75
16 País Vasco;Mujeres;Condenados con cinco penas;2020;59
16 País Vasco;Mujeres;Condenados con cinco penas;2019;73
16 País Vasco;Mujeres;Condenados con cinco penas;2018;63
16 País Vasco;Mujeres;Condenados con cinco penas;2017;55
16 País Vasco;Mujeres;Condenados con cinco penas;2016;56
16 País Vasco;Mujeres;Condenados con cinco penas;2015;37
16 País Vasco;Mujeres;Condenados con cinco penas;2014;41
16 País Vasco;Mujeres;Condenados con cinco penas;2013;48
16 País Vasco;Mujeres;Condenados con seis o más penas;2022;167
16 País Vasco;Mujeres;Condenados con seis o más penas;2021;162
16 País Vasco;Mujeres;Condenados con seis o más penas;2020;80
16 País Vasco;Mujeres;Condenados con seis o más penas;2019;123
16 País Vasco;Mujeres;Condenados con seis o más penas;2018;135
16 País Vasco;Mujeres;Condenados con seis o más penas;2017;120
16 País Vasco;Mujeres;Condenados con seis o más penas;2016;90
16 País Vasco;Mujeres;Condenados con seis o más penas;2015;69
16 País Vasco;Mujeres;Condenados con seis o más penas;2014;72
16 País Vasco;Mujeres;Condenados con seis o más penas;2013;57
17 Rioja, La;Total;Total;2022;2.266
17 Rioja, La;Total;Total;2021;2.076
17 Rioja, La;Total;Total;2020;1.446
17 Rioja, La;Total;Total;2019;1.846
17 Rioja, La;Total;Total;2018;1.964
17 Rioja, La;Total;Total;2017;1.858
17 Rioja, La;Total;Total;2016;1.942
17 Rioja, La;Total;Total;2015;1.532
17 Rioja, La;Total;Total;2014;1.508
17 Rioja, La;Total;Total;2013;1.338
17 Rioja, La;Total;Condenados con una pena;2022;756
17 Rioja, La;Total;Condenados con una pena;2021;608
17 Rioja, La;Total;Condenados con una pena;2020;491
17 Rioja, La;Total;Condenados con una pena;2019;650
17 Rioja, La;Total;Condenados con una pena;2018;696
17 Rioja, La;Total;Condenados con una pena;2017;694
17 Rioja, La;Total;Condenados con una pena;2016;693
17 Rioja, La;Total;Condenados con una pena;2015;299
17 Rioja, La;Total;Condenados con una pena;2014;199
17 Rioja, La;Total;Condenados con una pena;2013;187
17 Rioja, La;Total;Condenados con dos penas;2022;577
17 Rioja, La;Total;Condenados con dos penas;2021;639
17 Rioja, La;Total;Condenados con dos penas;2020;429
17 Rioja, La;Total;Condenados con dos penas;2019;623
17 Rioja, La;Total;Condenados con dos penas;2018;584
17 Rioja, La;Total;Condenados con dos penas;2017;567
17 Rioja, La;Total;Condenados con dos penas;2016;562
17 Rioja, La;Total;Condenados con dos penas;2015;562
17 Rioja, La;Total;Condenados con dos penas;2014;619
17 Rioja, La;Total;Condenados con dos penas;2013;540
17 Rioja, La;Total;Condenados con tres penas;2022;331
17 Rioja, La;Total;Condenados con tres penas;2021;295
17 Rioja, La;Total;Condenados con tres penas;2020;192
17 Rioja, La;Total;Condenados con tres penas;2019;199
17 Rioja, La;Total;Condenados con tres penas;2018;232
17 Rioja, La;Total;Condenados con tres penas;2017;215
17 Rioja, La;Total;Condenados con tres penas;2016;270
17 Rioja, La;Total;Condenados con tres penas;2015;258
17 Rioja, La;Total;Condenados con tres penas;2014;277
17 Rioja, La;Total;Condenados con tres penas;2013;233
17 Rioja, La;Total;Condenados con cuatro penas;2022;223
17 Rioja, La;Total;Condenados con cuatro penas;2021;188
17 Rioja, La;Total;Condenados con cuatro penas;2020;129
17 Rioja, La;Total;Condenados con cuatro penas;2019;140
17 Rioja, La;Total;Condenados con cuatro penas;2018;172
17 Rioja, La;Total;Condenados con cuatro penas;2017;147
17 Rioja, La;Total;Condenados con cuatro penas;2016;163
17 Rioja, La;Total;Condenados con cuatro penas;2015;178
17 Rioja, La;Total;Condenados con cuatro penas;2014;186
17 Rioja, La;Total;Condenados con cuatro penas;2013;152
17 Rioja, La;Total;Condenados con cinco penas;2022;106
17 Rioja, La;Total;Condenados con cinco penas;2021;79
17 Rioja, La;Total;Condenados con cinco penas;2020;52
17 Rioja, La;Total;Condenados con cinco penas;2019;78
17 Rioja, La;Total;Condenados con cinco penas;2018;78
17 Rioja, La;Total;Condenados con cinco penas;2017;91
17 Rioja, La;Total;Condenados con cinco penas;2016;106
17 Rioja, La;Total;Condenados con cinco penas;2015;90
17 Rioja, La;Total;Condenados con cinco penas;2014;68
17 Rioja, La;Total;Condenados con cinco penas;2013;90
17 Rioja, La;Total;Condenados con seis o más penas;2022;273
17 Rioja, La;Total;Condenados con seis o más penas;2021;267
17 Rioja, La;Total;Condenados con seis o más penas;2020;153
17 Rioja, La;Total;Condenados con seis o más penas;2019;156
17 Rioja, La;Total;Condenados con seis o más penas;2018;202
17 Rioja, La;Total;Condenados con seis o más penas;2017;144
17 Rioja, La;Total;Condenados con seis o más penas;2016;148
17 Rioja, La;Total;Condenados con seis o más penas;2015;145
17 Rioja, La;Total;Condenados con seis o más penas;2014;159
17 Rioja, La;Total;Condenados con seis o más penas;2013;136
17 Rioja, La;Hombres;Total;2022;1.829
17 Rioja, La;Hombres;Total;2021;1.693
17 Rioja, La;Hombres;Total;2020;1.179
17 Rioja, La;Hombres;Total;2019;1.485
17 Rioja, La;Hombres;Total;2018;1.576
17 Rioja, La;Hombres;Total;2017;1.447
17 Rioja, La;Hombres;Total;2016;1.545
17 Rioja, La;Hombres;Total;2015;1.282
17 Rioja, La;Hombres;Total;2014;1.319
17 Rioja, La;Hombres;Total;2013;1.187
17 Rioja, La;Hombres;Condenados con una pena;2022;558
17 Rioja, La;Hombres;Condenados con una pena;2021;431
17 Rioja, La;Hombres;Condenados con una pena;2020;352
17 Rioja, La;Hombres;Condenados con una pena;2019;454
17 Rioja, La;Hombres;Condenados con una pena;2018;479
17 Rioja, La;Hombres;Condenados con una pena;2017;452
17 Rioja, La;Hombres;Condenados con una pena;2016;459
17 Rioja, La;Hombres;Condenados con una pena;2015;208
17 Rioja, La;Hombres;Condenados con una pena;2014;169
17 Rioja, La;Hombres;Condenados con una pena;2013;160
17 Rioja, La;Hombres;Condenados con dos penas;2022;459
17 Rioja, La;Hombres;Condenados con dos penas;2021;543
17 Rioja, La;Hombres;Condenados con dos penas;2020;360
17 Rioja, La;Hombres;Condenados con dos penas;2019;522
17 Rioja, La;Hombres;Condenados con dos penas;2018;503
17 Rioja, La;Hombres;Condenados con dos penas;2017;470
17 Rioja, La;Hombres;Condenados con dos penas;2016;480
17 Rioja, La;Hombres;Condenados con dos penas;2015;483
17 Rioja, La;Hombres;Condenados con dos penas;2014;531
17 Rioja, La;Hombres;Condenados con dos penas;2013;469
17 Rioja, La;Hombres;Condenados con tres penas;2022;268
17 Rioja, La;Hombres;Condenados con tres penas;2021;241
17 Rioja, La;Hombres;Condenados con tres penas;2020;163
17 Rioja, La;Hombres;Condenados con tres penas;2019;172
17 Rioja, La;Hombres;Condenados con tres penas;2018;190
17 Rioja, La;Hombres;Condenados con tres penas;2017;180
17 Rioja, La;Hombres;Condenados con tres penas;2016;227
17 Rioja, La;Hombres;Condenados con tres penas;2015;226
17 Rioja, La;Hombres;Condenados con tres penas;2014;245
17 Rioja, La;Hombres;Condenados con tres penas;2013;208
17 Rioja, La;Hombres;Condenados con cuatro penas;2022;193
17 Rioja, La;Hombres;Condenados con cuatro penas;2021;167
17 Rioja, La;Hombres;Condenados con cuatro penas;2020;108
17 Rioja, La;Hombres;Condenados con cuatro penas;2019;126
17 Rioja, La;Hombres;Condenados con cuatro penas;2018;152
17 Rioja, La;Hombres;Condenados con cuatro penas;2017;136
17 Rioja, La;Hombres;Condenados con cuatro penas;2016;149
17 Rioja, La;Hombres;Condenados con cuatro penas;2015;155
17 Rioja, La;Hombres;Condenados con cuatro penas;2014;167
17 Rioja, La;Hombres;Condenados con cuatro penas;2013;137
17 Rioja, La;Hombres;Condenados con cinco penas;2022;93
17 Rioja, La;Hombres;Condenados con cinco penas;2021;65
17 Rioja, La;Hombres;Condenados con cinco penas;2020;52
17 Rioja, La;Hombres;Condenados con cinco penas;2019;70
17 Rioja, La;Hombres;Condenados con cinco penas;2018;68
17 Rioja, La;Hombres;Condenados con cinco penas;2017;82
17 Rioja, La;Hombres;Condenados con cinco penas;2016;96
17 Rioja, La;Hombres;Condenados con cinco penas;2015;80
17 Rioja, La;Hombres;Condenados con cinco penas;2014;61
17 Rioja, La;Hombres;Condenados con cinco penas;2013;84
17 Rioja, La;Hombres;Condenados con seis o más penas;2022;258
17 Rioja, La;Hombres;Condenados con seis o más penas;2021;246
17 Rioja, La;Hombres;Condenados con seis o más penas;2020;144
17 Rioja, La;Hombres;Condenados con seis o más penas;2019;141
17 Rioja, La;Hombres;Condenados con seis o más penas;2018;184
17 Rioja, La;Hombres;Condenados con seis o más penas;2017;127
17 Rioja, La;Hombres;Condenados con seis o más penas;2016;134
17 Rioja, La;Hombres;Condenados con seis o más penas;2015;130
17 Rioja, La;Hombres;Condenados con seis o más penas;2014;146
17 Rioja, La;Hombres;Condenados con seis o más penas;2013;129
17 Rioja, La;Mujeres;Total;2022;437
17 Rioja, La;Mujeres;Total;2021;383
17 Rioja, La;Mujeres;Total;2020;267
17 Rioja, La;Mujeres;Total;2019;361
17 Rioja, La;Mujeres;Total;2018;388
17 Rioja, La;Mujeres;Total;2017;411
17 Rioja, La;Mujeres;Total;2016;397
17 Rioja, La;Mujeres;Total;2015;250
17 Rioja, La;Mujeres;Total;2014;189
17 Rioja, La;Mujeres;Total;2013;151
17 Rioja, La;Mujeres;Condenados con una pena;2022;198
17 Rioja, La;Mujeres;Condenados con una pena;2021;177
17 Rioja, La;Mujeres;Condenados con una pena;2020;139
17 Rioja, La;Mujeres;Condenados con una pena;2019;196
17 Rioja, La;Mujeres;Condenados con una pena;2018;217
17 Rioja, La;Mujeres;Condenados con una pena;2017;242
17 Rioja, La;Mujeres;Condenados con una pena;2016;234
17 Rioja, La;Mujeres;Condenados con una pena;2015;91
17 Rioja, La;Mujeres;Condenados con una pena;2014;30
17 Rioja, La;Mujeres;Condenados con una pena;2013;27
17 Rioja, La;Mujeres;Condenados con dos penas;2022;118
17 Rioja, La;Mujeres;Condenados con dos penas;2021;96
17 Rioja, La;Mujeres;Condenados con dos penas;2020;69
17 Rioja, La;Mujeres;Condenados con dos penas;2019;101
17 Rioja, La;Mujeres;Condenados con dos penas;2018;81
17 Rioja, La;Mujeres;Condenados con dos penas;2017;97
17 Rioja, La;Mujeres;Condenados con dos penas;2016;82
17 Rioja, La;Mujeres;Condenados con dos penas;2015;79
17 Rioja, La;Mujeres;Condenados con dos penas;2014;88
17 Rioja, La;Mujeres;Condenados con dos penas;2013;71
17 Rioja, La;Mujeres;Condenados con tres penas;2022;63
17 Rioja, La;Mujeres;Condenados con tres penas;2021;54
17 Rioja, La;Mujeres;Condenados con tres penas;2020;29
17 Rioja, La;Mujeres;Condenados con tres penas;2019;27
17 Rioja, La;Mujeres;Condenados con tres penas;2018;42
17 Rioja, La;Mujeres;Condenados con tres penas;2017;35
17 Rioja, La;Mujeres;Condenados con tres penas;2016;43
17 Rioja, La;Mujeres;Condenados con tres penas;2015;32
17 Rioja, La;Mujeres;Condenados con tres penas;2014;32
17 Rioja, La;Mujeres;Condenados con tres penas;2013;25
17 Rioja, La;Mujeres;Condenados con cuatro penas;2022;30
17 Rioja, La;Mujeres;Condenados con cuatro penas;2021;21
17 Rioja, La;Mujeres;Condenados con cuatro penas;2020;21
17 Rioja, La;Mujeres;Condenados con cuatro penas;2019;14
17 Rioja, La;Mujeres;Condenados con cuatro penas;2018;20
17 Rioja, La;Mujeres;Condenados con cuatro penas;2017;11
17 Rioja, La;Mujeres;Condenados con cuatro penas;2016;14
17 Rioja, La;Mujeres;Condenados con cuatro penas;2015;23
17 Rioja, La;Mujeres;Condenados con cuatro penas;2014;19
17 Rioja, La;Mujeres;Condenados con cuatro penas;2013;15
17 Rioja, La;Mujeres;Condenados con cinco penas;2022;13
17 Rioja, La;Mujeres;Condenados con cinco penas;2021;14
17 Rioja, La;Mujeres;Condenados con cinco penas;2020;0
17 Rioja, La;Mujeres;Condenados con cinco penas;2019;8
17 Rioja, La;Mujeres;Condenados con cinco penas;2018;10
17 Rioja, La;Mujeres;Condenados con cinco penas;2017;9
17 Rioja, La;Mujeres;Condenados con cinco penas;2016;10
17 Rioja, La;Mujeres;Condenados con cinco penas;2015;10
17 Rioja, La;Mujeres;Condenados con cinco penas;2014;7
17 Rioja, La;Mujeres;Condenados con cinco penas;2013;6
17 Rioja, La;Mujeres;Condenados con seis o más penas;2022;15
17 Rioja, La;Mujeres;Condenados con seis o más penas;2021;21
17 Rioja, La;Mujeres;Condenados con seis o más penas;2020;9
17 Rioja, La;Mujeres;Condenados con seis o más penas;2019;15
17 Rioja, La;Mujeres;Condenados con seis o más penas;2018;18
17 Rioja, La;Mujeres;Condenados con seis o más penas;2017;17
17 Rioja, La;Mujeres;Condenados con seis o más penas;2016;14
17 Rioja, La;Mujeres;Condenados con seis o más penas;2015;15
17 Rioja, La;Mujeres;Condenados con seis o más penas;2014;13
17 Rioja, La;Mujeres;Condenados con seis o más penas;2013;7
18 Ceuta;Total;Total;2022;866
18 Ceuta;Total;Total;2021;896
18 Ceuta;Total;Total;2020;1.025
18 Ceuta;Total;Total;2019;1.620
18 Ceuta;Total;Total;2018;1.708
18 Ceuta;Total;Total;2017;1.636
18 Ceuta;Total;Total;2016;1.478
18 Ceuta;Total;Total;2015;1.561
18 Ceuta;Total;Total;2014;1.705
18 Ceuta;Total;Total;2013;1.803
18 Ceuta;Total;Condenados con una pena;2022;309
18 Ceuta;Total;Condenados con una pena;2021;298
18 Ceuta;Total;Condenados con una pena;2020;301
18 Ceuta;Total;Condenados con una pena;2019;332
18 Ceuta;Total;Condenados con una pena;2018;448
18 Ceuta;Total;Condenados con una pena;2017;434
18 Ceuta;Total;Condenados con una pena;2016;450
18 Ceuta;Total;Condenados con una pena;2015;280
18 Ceuta;Total;Condenados con una pena;2014;192
18 Ceuta;Total;Condenados con una pena;2013;219
18 Ceuta;Total;Condenados con dos penas;2022;237
18 Ceuta;Total;Condenados con dos penas;2021;242
18 Ceuta;Total;Condenados con dos penas;2020;371
18 Ceuta;Total;Condenados con dos penas;2019;745
18 Ceuta;Total;Condenados con dos penas;2018;721
18 Ceuta;Total;Condenados con dos penas;2017;644
18 Ceuta;Total;Condenados con dos penas;2016;476
18 Ceuta;Total;Condenados con dos penas;2015;491
18 Ceuta;Total;Condenados con dos penas;2014;564
18 Ceuta;Total;Condenados con dos penas;2013;630
18 Ceuta;Total;Condenados con tres penas;2022;102
18 Ceuta;Total;Condenados con tres penas;2021;157
18 Ceuta;Total;Condenados con tres penas;2020;164
18 Ceuta;Total;Condenados con tres penas;2019;290
18 Ceuta;Total;Condenados con tres penas;2018;310
18 Ceuta;Total;Condenados con tres penas;2017;358
18 Ceuta;Total;Condenados con tres penas;2016;359
18 Ceuta;Total;Condenados con tres penas;2015;591
18 Ceuta;Total;Condenados con tres penas;2014;669
18 Ceuta;Total;Condenados con tres penas;2013;695
18 Ceuta;Total;Condenados con cuatro penas;2022;80
18 Ceuta;Total;Condenados con cuatro penas;2021;77
18 Ceuta;Total;Condenados con cuatro penas;2020;64
18 Ceuta;Total;Condenados con cuatro penas;2019;85
18 Ceuta;Total;Condenados con cuatro penas;2018;79
18 Ceuta;Total;Condenados con cuatro penas;2017;77
18 Ceuta;Total;Condenados con cuatro penas;2016;102
